1772-05-02-en-bip39-green-bored-camel-encode
abandon|6428 	ability|6621 	able|7092 	about|6318 	above|6277 	absent|6937 	
absorb|7472 	abstract|6758 	absurd|5573 	abuse|6593 	access|6207 	accident|5827 	
account|5702 	accuse|6376 	achieve|7439 	acid|7414 	acoustic|5871 	acquire|6518 	
across|7223 	action|7303 	actor|6187 	actress|6797 	actual|6844 	act|7177 	
adapt|6023 	addict|5437 	address|5889 	add|6067 	adjust|6407 	admit|6766 	
adult|6402 	advance|6996 	advice|7474 	aerobic|7398 	affair|6077 	afford|7379 	
afraid|5434 	again|5452 	agent|7148 	age|5925 	agree|6327 	ahead|6886 	
aim|7110 	airport|7413 	air|6241 	aisle|6960 	alarm|5898 	album|7012 	
alcohol|6680 	alert|6065 	alien|7130 	alley|5661 	allow|5776 	all|5779 	
almost|5683 	alone|5571 	alpha|7006 	already|5924 	also|6097 	alter|6460 	
always|5633 	amateur|7344 	amazing|6406 	among|6865 	amount|5911 	amused|6074 	
analyst|7248 	anchor|6157 	ancient|6144 	anger|7111 	angle|7133 	angry|6771 	
animal|5883 	ankle|6606 	announce|7314 	annual|7220 	another|6496 	answer|7456 	
antenna|7434 	antique|7433 	anxiety|5464 	any|6343 	apart|6375 	apology|7333 	
appear|6001 	apple|6451 	approve|5547 	april|6805 	arch|5623 	arctic|6645 	
area|6400 	arena|5643 	argue|6788 	armed|6223 	armor|6237 	army|6545 	
arm|6769 	around|5979 	arrange|7031 	arrest|5959 	arrive|7375 	arrow|5986 	
artefact|6092 	artist|6657 	artwork|5928 	art|6178 	ask|5694 	aspect|7014 	
assault|6837 	asset|6446 	assist|6834 	assume|5850 	asthma|5808 	athlete|6540 	
atom|6812 	attack|6735 	attend|5470 	attitude|6956 	attract|6365 	auction|5491 	
audit|5672 	august|5975 	aunt|7200 	author|7091 	auto|6719 	autumn|6012 	
average|7127 	avocado|7265 	avoid|6575 	awake|5480 	aware|6279 	away|7121 	
awesome|7185 	awful|7309 	awkward|5455 	axis|5802 	baby|7350 	bachelor|6391 	
bacon|7306 	badge|7195 	bag|7146 	balance|6831 	balcony|7239 	ball|6760 	
bamboo|5882 	banana|6372 	banner|7313 	barely|6429 	bargain|5597 	barrel|6468 	
bar|7126 	base|5471 	basic|6560 	basket|6367 	battle|7086 	beach|6203 	
bean|5980 	beauty|5945 	because|6309 	become|5518 	beef|6084 	before|7329 	
begin|5747 	behave|6435 	behind|6613 	believe|5659 	below|5712 	belt|5493 	
bench|7062 	benefit|7267 	best|6189 	betray|6995 	better|6147 	between|6785 	
beyond|6939 	bicycle|5795 	bid|6422 	bike|6636 	bind|5813 	biology|6555 	
bird|5786 	birth|6966 	bitter|7066 	black|7176 	blade|7084 	blame|6370 	
blanket|6961 	blast|5657 	bleak|6554 	bless|6659 	blind|5542 	blood|7261 	
blossom|7136 	blouse|7431 	blue|5821 	blur|6326 	blush|6922 	board|6524 	
boat|6225 	body|5560 	boil|7284 	bomb|7198 	bone|6056 	bonus|6978 	
book|5869 	boost|5916 	border|6513 	boring|5810 	borrow|6048 	boss|6008 	
bottom|6681 	bounce|5723 	box|5596 	boy|7451 	bracket|7292 	brain|7234 	
brand|5901 	brass|5466 	brave|6798 	bread|5854 	breeze|6787 	brick|6243 	
bridge|7424 	brief|7170 	bright|7132 	bring|7025 	brisk|7204 	broccoli|5481 	
broken|7411 	bronze|7416 	broom|7064 	brother|5957 	brown|7348 	brush|5740 	
bubble|7168 	buddy|5966 	budget|6991 	buffalo|7189 	build|7436 	bulb|6952 	
bulk|7299 	bullet|6388 	bundle|5863 	bunker|6676 	burden|7206 	burger|7235 	
burst|7159 	business|5904 	busy|5773 	bus|5877 	butter|6100 	buyer|6341 	
buzz|7440 	cabbage|5819 	cabin|6938 	cable|6829 	cactus|7298 	cage|6529 	
cake|7415 	call|5533 	calm|5763 	camera|5864 	camp|6412 	canal|6800 	
cancel|6161 	candy|6089 	cannon|7426 	canoe|6328 	canvas|5474 	canyon|5609 	
can|5682 	capable|5605 	capital|7392 	captain|6789 	carbon|5706 	card|5749 	
cargo|6430 	carpet|6088 	carry|6747 	cart|5496 	car|5555 	case|6920 	
cash|7479 	casino|6235 	castle|5484 	casual|6101 	catalog|6029 	catch|6558 	
category|6628 	cattle|6293 	cat|6520 	caught|7082 	cause|6889 	caution|5870 	
cave|6401 	ceiling|6066 	celery|7452 	cement|5654 	census|7281 	century|7009 	
cereal|5760 	certain|6386 	chair|5891 	chalk|6864 	champion|5662 	change|6968 	
chaos|7404 	chapter|5733 	charge|6683 	chase|5991 	chat|6191 	cheap|6004 	
check|5644 	cheese|6112 	chef|5796 	cherry|6399 	chest|5947 	chicken|6951 	
chief|6867 	child|6833 	chimney|6287 	choice|6626 	choose|7203 	chronic|5873 	
chuckle|6224 	chunk|5459 	churn|6467 	cigar|6440 	cinnamon|6499 	circle|6584 	
citizen|5940 	city|6907 	civil|6685 	claim|6035 	clap|5664 	clarify|5730 	
claw|6860 	clay|5771 	clean|5639 	clerk|5531 	clever|6767 	click|6895 	
client|5690 	cliff|5669 	climb|6808 	clinic|5755 	clip|6050 	clock|6394 	
clog|6204 	close|5479 	cloth|5879 	cloud|6992 	clown|6705 	club|5824 	
clump|5458 	cluster|6091 	clutch|5655 	coach|6890 	coast|6335 	coconut|6329 	
code|6521 	coffee|6795 	coil|6980 	coin|5589 	collect|6115 	color|7188 	
column|5774 	combine|6045 	come|6595 	comfort|7257 	comic|5988 	common|6850 	
company|5818 	concert|7119 	conduct|5807 	confirm|6896 	congress|6882 	connect|6495 	
consider|7032 	control|5876 	convince|6244 	cook|5903 	cool|6779 	copper|7005 	
copy|6169 	coral|7227 	core|6932 	corn|6192 	correct|6616 	cost|6935 	
cotton|6316 	couch|5489 	country|6640 	couple|6612 	course|6267 	cousin|7087 	
cover|5448 	coyote|6350 	crack|5725 	cradle|5772 	craft|6256 	cram|6165 	
crane|5525 	crash|5558 	crater|6110 	crawl|6073 	crazy|7023 	cream|6377 	
credit|5457 	creek|6009 	crew|6573 	cricket|7131 	crime|7069 	crisp|6126 	
critic|7174 	crop|5487 	cross|6263 	crouch|6639 	crowd|6818 	crucial|7212 	
cruel|6906 	cruise|7037 	crumble|6662 	crunch|6452 	crush|7208 	crystal|5956 	
cry|7288 	cube|6704 	culture|6967 	cupboard|7468 	cup|5874 	curious|6494 	
current|5939 	curtain|6359 	curve|6082 	cushion|6664 	custom|6934 	cute|5627 	
cycle|6313 	dad|6839 	damage|6974 	damp|5961 	dance|5486 	danger|5456 	
daring|7058 	dash|6592 	daughter|7453 	dawn|6180 	day|6902 	deal|5715 	
debate|6618 	debris|6531 	decade|6230 	december|6667 	decide|6121 	decline|5551 	
decorate|7331 	decrease|6634 	deer|5972 	defense|6927 	define|5618 	defy|5846 	
degree|5801 	delay|6317 	deliver|5933 	demand|7383 	demise|5793 	denial|6219 	
dentist|5722 	deny|6002 	depart|6883 	depend|5839 	deposit|5936 	depth|6239 	
deputy|7143 	derive|6227 	describe|6836 	desert|7249 	design|6039 	desk|6649 	
despair|5894 	destroy|5600 	detail|7019 	detect|5875 	develop|6179 	device|7253 	
devote|6820 	diagram|7210 	dial|7342 	diamond|6346 	diary|5837 	dice|6102 	
diesel|5501 	diet|7051 	differ|6538 	digital|6962 	dignity|5784 	dilemma|7354 	
dinner|6280 	dinosaur|6975 	direct|6512 	dirt|7013 	disagree|5930 	discover|5582 	
disease|6044 	dish|6477 	dismiss|7337 	disorder|6436 	display|5899 	distance|6142 	
divert|7254 	divide|6011 	divorce|6444 	dizzy|6196 	doctor|7391 	document|6095 	
dog|5708 	doll|6913 	dolphin|5602 	domain|6485 	donate|5893 	donkey|5475 	
donor|6544 	door|6354 	dose|6720 	double|6177 	dove|6574 	draft|6334 	
dragon|6164 	drama|6736 	drastic|5881 	draw|7432 	dream|5649 	dress|7088 	
drift|6090 	drill|6733 	drink|6988 	drip|7312 	drive|5727 	drop|7465 	
drum|7222 	dry|5811 	duck|6826 	dumb|6347 	dune|7045 	during|6570 	
dust|7230 	dutch|6979 	duty|5960 	dwarf|7264 	dynamic|5752 	eager|7141 	
eagle|6519 	early|6660 	earn|6537 	earth|6627 	easily|6384 	east|7320 	
easy|7093 	echo|7139 	ecology|5443 	economy|6953 	edge|6038 	edit|6208 	
educate|7335 	effort|5433 	egg|6137 	eight|5653 	either|6027 	elbow|5849 	
elder|6217 	electric|7048 	elegant|5934 	element|7049 	elephant|5681 	elevator|6181 	
elite|5523 	else|6543 	embark|7094 	embody|7295 	embrace|6700 	emerge|7454 	
emotion|6288 	employ|6022 	empower|6364 	empty|7360 	enable|7196 	enact|6103 	
endless|6740 	endorse|7116 	end|5473 	enemy|5469 	energy|5556 	enforce|5868 	
engage|6658 	engine|6549 	enhance|6020 	enjoy|6312 	enlist|7181 	enough|5865 	
enrich|5516 	enroll|5888 	ensure|5895 	enter|5859 	entire|6072 	entry|7113 	
envelope|7246 	episode|5671 	equal|6371 	equip|6674 	erase|6665 	era|5629 	
erode|6251 	erosion|5996 	error|7352 	erupt|5587 	escape|5872 	essay|6246 	
essence|6601 	estate|7308 	eternal|5985 	ethics|5568 	evidence|5538 	evil|5799 	
evoke|6183 	evolve|6380 	exact|5880 	example|6757 	excess|5691 	exchange|5769 	
excite|5707 	exclude|5886 	excuse|6643 	execute|6869 	exercise|7418 	exhaust|6149 	
exhibit|7152 	exile|7197 	exist|6671 	exit|6024 	exotic|5701 	expand|5476 	
expect|5593 	expire|7140 	explain|6006 	expose|7438 	express|7041 	extend|5805 	
extra|7412 	eyebrow|6877 	eye|6602 	fabric|5613 	face|6214 	faculty|5513 	
fade|5638 	faint|7054 	faith|5575 	fall|6581 	false|7399 	fame|5450 	
family|7387 	famous|7256 	fancy|6712 	fantasy|6777 	fan|6333 	farm|5967 	
fashion|6068 	fatal|5578 	father|7345 	fatigue|6832 	fat|6111 	fault|5915 	
favorite|5757 	feature|6849 	february|6725 	federal|6815 	feed|6861 	feel|6500 	
fee|6941 	female|6507 	fence|5628 	festival|7279 	fetch|5527 	fever|7464 	
few|7316 	fiber|6457 	fiction|5468 	field|6414 	figure|6774 	file|7075 	
film|5619 	filter|6374 	final|6213 	find|6297 	fine|5492 	finger|7407 	
finish|5686 	fire|6076 	firm|5442 	first|7327 	fiscal|7244 	fish|6483 	
fitness|5923 	fit|6286 	fix|5670 	flag|5449 	flame|6447 	flash|6546 	
flat|6405 	flavor|5783 	flee|7106 	flight|6919 	flip|5717 	float|5570 	
flock|7125 	floor|5642 	flower|6349 	fluid|5809 	flush|7228 	fly|5700 	
foam|6825 	focus|6816 	fog|7459 	foil|5567 	fold|5946 	follow|6273 	
food|6710 	foot|6028 	force|7039 	forest|6765 	forget|6579 	fork|6455 	
fortune|5716 	forum|6590 	forward|7179 	fossil|6571 	foster|5465 	found|6138 	
fox|5529 	fragile|6063 	frame|6186 	frequent|7277 	fresh|7286 	friend|6319 	
fringe|7007 	frog|5732 	front|7112 	frost|5905 	frown|6107 	frozen|7447 	
fruit|7067 	fuel|5816 	funny|5541 	fun|5897 	furnace|6629 	fury|6727 	
future|6799 	gadget|6739 	gain|6162 	galaxy|6569 	gallery|5782 	game|6775 	
gap|6786 	garage|5626 	garbage|5737 	garden|6047 	garlic|5829 	garment|6382 	
gasp|6947 	gas|6686 	gate|5692 	gather|5892 	gauge|6212 	gaze|6010 	
general|6610 	genius|6958 	genre|5965 	gentle|7441 	genuine|7099 	gesture|5803 	
ghost|6145 	giant|6104 	gift|6148 	giggle|6301 	ginger|5955 	giraffe|5815 	
girl|6754 	give|7336 	glad|5438 	glance|6697 	glare|5906 	glass|6600 	
glide|7291 	glimpse|5944 	globe|6199 	gloom|6218 	glory|7035 	glove|6269 	
glow|6117 	glue|7435 	goat|7173 	goddess|6234 	gold|6268 	good|6916 	
goose|5739 	gorilla|6361 	gospel|7445 	gossip|5977 	govern|5478 	gown|6291 	
grab|6351 	grace|5921 	grain|6791 	grant|5731 	grape|7042 	grass|6282 	
gravity|6942 	great|5561 	green|5999 	grid|6260 	grief|5830 	grit|6472 	
grocery|5678 	group|6118 	grow|6292 	grunt|6054 	guard|7083 	guess|7449 	
guide|6274 	guilt|6811 	guitar|5844 	gun|6229 	gym|6345 	habit|6253 	
hair|6464 	half|6892 	hammer|6884 	hamster|6982 	hand|6508 	happy|6604 	
harbor|5744 	hard|7460 	harsh|5861 	harvest|5989 	hat|5584 	have|6463 	
hawk|5992 	hazard|6426 	head|5506 	health|5656 	heart|7090 	heavy|6098 	
hedgehog|7317 	height|7098 	hello|5931 	helmet|6108 	help|6232 	hen|5902 	
hero|6589 	hidden|5563 	high|6262 	hill|6794 	hint|5494 	hip|6136 	
hire|5519 	history|7010 	hobby|7390 	hockey|5843 	hold|7236 	hole|5768 	
holiday|6673 	hollow|7063 	home|6166 	honey|6955 	hood|5697 	hope|5521 	
horn|6353 	horror|5914 	horse|5451 	hospital|5499 	host|6258 	hotel|7137 	
hour|5841 	hover|5822 	hub|7100 	huge|6424 	human|6209 	humble|6122 	
humor|6515 	hundred|5695 	hungry|5595 	hunt|5614 	hurdle|6585 	hurry|5953 	
hurt|6823 	husband|6901 	hybrid|7134 	ice|6114 	icon|6206 	idea|7437 	
identify|5766 	idle|6866 	ignore|7367 	illegal|7428 	illness|5648 	ill|6130 	
image|6182 	imitate|5581 	immense|7252 	immune|7216 	impact|5750 	impose|5820 	
improve|5604 	impulse|5770 	inch|6983 	include|6868 	income|6348 	increase|6576 	
index|5728 	indicate|5680 	indoor|6075 	industry|6614 	infant|6242 	inflict|5520 	
inform|7406 	inhale|7124 	inherit|6071 	initial|6061 	inject|6539 	injury|5598 	
inmate|6264 	inner|6556 	innocent|6296 	input|5814 	inquiry|6201 	insane|6915 	
insect|6270 	inside|6880 	inspire|7003 	install|7095 	intact|6810 	interest|5472 	
into|6338 	invest|6682 	invite|6641 	involve|7161 	iron|6175 	island|6284 	
isolate|6339 	issue|6200 	item|7128 	ivory|6561 	jacket|6454 	jaguar|6623 	
jar|5453 	jazz|6478 	jealous|5546 	jeans|5762 	jelly|5576 	jewel|6878 	
job|6340 	join|7192 	joke|7186 	journey|6940 	joy|6249 	judge|7165 	
juice|5753 	jump|6278 	jungle|6432 	junior|6509 	junk|7330 	just|7103 	
kangaroo|6505 	keen|6442 	keep|6037 	ketchup|6615 	key|6931 	kick|6917 	
kidney|6873 	kid|6830 	kind|7463 	kingdom|6427 	kiss|6809 	kitchen|6197 	
kite|6738 	kitten|7386 	kit|6128 	kiwi|7374 	knee|5781 	knife|7307 	
knock|6783 	know|6724 	label|5530 	labor|6085 	lab|6977 	ladder|5490 	
lady|6706 	lake|7149 	lamp|6631 	language|6449 	laptop|6438 	large|6542 	
later|7275 	latin|7251 	laugh|6526 	laundry|5500 	lava|6397 	lawn|6661 	
lawsuit|7144 	law|6205 	layer|5585 	lazy|5565 	leader|7157 	leaf|6070 	
learn|7334 	leave|6306 	lecture|5631 	left|6031 	legal|5539 	legend|6083 	
leg|7297 	leisure|6814 	lemon|5652 	lend|5862 	length|7287 	lens|6030 	
leopard|6247 	lesson|6124 	letter|6607 	level|5912 	liar|6885 	liberty|6049 	
library|5842 	license|5630 	life|5447 	lift|5577 	light|6245 	like|6259 	
limb|6190 	limit|6210 	link|6926 	lion|7372 	liquid|5594 	list|6828 	
little|6670 	live|5502 	lizard|5603 	load|6751 	loan|6420 	lobster|6141 	
local|6321 	lock|6894 	logic|6762 	lonely|5622 	long|6617 	loop|7164 	
lottery|6637 	loud|6059 	lounge|5488 	love|5687 	loyal|5983 	lucky|7237 	
luggage|6722 	lumber|6303 	lunar|7043 	lunch|6168 	luxury|6069 	lyrics|7201 	
machine|6655 	mad|7120 	magic|6231 	magnet|5857 	maid|5997 	mail|6853 	
main|5847 	major|5608 	make|6195 	mammal|7349 	manage|5866 	mandate|5804 	
mango|7269 	mansion|6936 	manual|5710 	man|6566 	maple|6944 	marble|7328 	
march|5540 	margin|6696 	marine|6379 	market|6311 	marriage|6559 	mask|6986 	
mass|6252 	master|6918 	match|6976 	material|7027 	math|7410 	matrix|6486 	
matter|6782 	maximum|7105 	maze|6530 	meadow|6226 	mean|6506 	measure|5765 	
meat|6619 	mechanic|6666 	medal|7076 	media|6043 	melody|7321 	melt|5537 	
member|5941 	memory|5932 	mention|5751 	menu|5720 	mercy|5617 	merge|6622 	
merit|5726 	merry|5867 	mesh|6497 	message|7318 	metal|6827 	method|6315 	
middle|6129 	midnight|5522 	milk|7315 	million|5621 	mimic|5620 	mind|6185 	
minimum|6847 	minor|7477 	minute|7107 	miracle|6841 	mirror|6036 	misery|7319 	
miss|7385 	mistake|6598 	mixed|6632 	mixture|6737 	mix|6845 	mobile|6419 	
model|6652 	modify|5713 	moment|7419 	mom|5917 	monitor|6466 	monkey|5483 	
monster|7004 	month|6415 	moon|5974 	moral|7469 	more|7053 	morning|6459 	
mosquito|7028 	mother|7074 	motion|6605 	motor|6748 	mountain|5482 	mouse|5548 	
move|5641 	movie|5508 	much|6656 	muffin|6856 	mule|6749 	multiply|6019 	
muscle|5507 	museum|6271 	mushroom|5601 	music|5742 	must|7268 	mutual|7209 	
myself|6698 	mystery|7194 	myth|5964 	naive|6987 	name|6439 	napkin|5462 	
narrow|7102 	nasty|6032 	nation|6855 	nature|6135 	near|5823 	neck|6862 	
